"Nowadays, people are feeling lonelier because the quality of friendships and relationships are perceived to be of lower quality than in the past. #loneliness",0
//My TL dies in the afternoons.  I've followed about six gazillion people and still get about three tweets an hour.  #Loneliness,0
"Sucks that the only place I can go to if I can’t handle #loneliness, is the one I don’t feel safe in.   And the only person I can _try_ to ask help if I need it, is the one I don’t trust.",1
"Both addictive romantic relationships and toxic friendships leave us lonely. When we are always engaged in power struggles, there is no chance for real connection. #loneliness #psychology #choosetherapy",0
I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken. #LOST #loneliness #sad,1
hate being alone man. alone in life alone in my head it just sucks #loneliness,1
Using #powerbi Key Influencer with prediction of #loneliness dataset explained by NOMIS lone parent dataset  #data4socialgood pic.twitter.com/bkxdfCUsib,0
"don't tell me to cheer up; w/no friends (i want to see), no gf, no pets, i'm prob more #alone than u are #loneliness #antinatalism",1
"i'm just a lil boat in the middle of the ocean: lost, alone, & always getting battered by forces beyond my control #antinatalism #loneliness",1
"#fridayfact 17% of older people are in contact with family, friends and neighbours less than once a week and 11% are in contact less than once a month. #loneliness  pic.twitter.com/RoNJVWr7m4",0
When you’re so unbearably lonely that you want to die. #depression #loneliness,1
"Human beings are designed for many things, but loneliness isn't one of them.?? #love #loneliness #Humanity ???????????????? pic.twitter.com/dcEHDhFTOx",0
"Loneliness can feed depression, and depression can trigger loneliness. The important thing to remember about this cycle is that small steps can help us change. Therapy can help you identify those steps. #onlinetherapy #loneliness #depression pic.twitter.com/T98xRnnlCQ",0
I feel I shud not b here #loneliness #badday pic.twitter.com/U4K4guKRus,1
2 days to our meetup.. #loneliness #supportgroup #meetup,0
"Despite the weather we are having, we shall be at the stall with hot food and drinks on Saturday. Come and say hello to the team #food #foodbank #loneliness",0
In times like this is when I wonder how it will be like to just be by myself???? #loneliness,1
"Loneliness frazzles the body, mind and soul.  Sounds muted outside of, the sound of silence...deafening.  #loneliness",0
My biggest wish is to one day have a true friend. To be accepted the way I am.  #friendship #loneliness #acceptance,1
"My dark side is also part of me. Trying to tolerate my irritation. Guess I need some #metime, but how without feeling guilty in children holiday season  #acceptance #loneliness",1
3 days left until our first meetup.. #supportgroup #meetup #loneliness,0
"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me???? #loneliness",1
Now playing #Tomcraft - #Loneliness on Total Dance,0
"In Quebec City, family went to a chocolate store, and spent way to long in there. I wanted to leave because the girl behind the cash register was so damn beautiful. The longer I spent in there the more painful it was. #lonely #loneliness",0
Feeling kind of blue today. A good acquaintance from long back has not answered messages on any of their media platforms in a while...What happened to them? ???? #sad #loneliness #confusion pic.twitter.com/lWtx4Ucqy8,1
I Barely Tweet???? I Have No Followers???? #loneliness #lol #me,0
Loneliness is probably one of the worst feelings there is. That’s why community is such a high priority for us here at Christians Against Poverty. We want our clients to know that they’re not alone - we are on their side. #YouMatter #Loneliness,0
"Not being lonely involves so much more than just being in the company of others: a sense of community, a tribe, common values, goals, shared rituals, shared risks, the warm feeling that you are surrounded 24/7 by people who will risk their lives for you.   #loneliness",0
We are drowning in company but dying for companionship.  #loneliness #lonelinessepidemic,0
living the moment  losing focus   #mindfulness #ThoughtOfTheDay #loneliness,0
"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label. #loneliness #connectedbutalone",1
Can we stop complaining about #loneliness until we recognize that we have institutionalized self-sufficiency and pathologized human interaction?  pic.twitter.com/sCFjoC5yOw,0
Breakdown of #jointfamily systems due to economic opportunities has increased #loneliness among #seniorszn pic.twitter.com/MyLVE432ow,0
"With ageing populations at risk of #loneliness and #depression (and depression's myriad health effects so higher healthcare costs), as well as rising childcare costs, approaches like intergenerational care seem beautifully cost efficient and solve 1 problem with another problem. pic.twitter.com/QouBTSRhR6",0
Fellow #introvert : How do you deal with #loneliness ?,0
Supporting the most vulnerable members of our community who are at risk of #socialisolation and #loneliness  pic.twitter.com/4vNqE9Ss0P,0
Not everyone wants to see me happy ???? #loneliness,1
"#Researchers Working on Pill for #Loneliness... Making something for the millennials, eh? Who can stand the little smug self-satisfied snots!",0
#lonely #loneliness #imsolonely if anybody wants to talk im here,0
Why it's simple to just stop texting #loneliness #friends #Text,1
The real question is: why isn't he worth the investment as a long-term romantic partner? #depression #anxiety #loneliness,0
Look what's arrived :) 'Connect to' badges for all our lovely #socialconnectors Join us in ending #loneliness #isolation Contact charlotte@dva.org.uk to find out more:) pic.twitter.com/94Ov7UvENe,0
"Loneliness is quite common in the elderly. Isolation and inactivity may harm a loved one’s mental, physical, and emotional health. Visit them and bring them to social events such as family gatherings.   #PassionateHeartHospice #Loneliness  pic.twitter.com/lq9et0AsHq",0
Big Dog doesn't understand me. #creativity #loneliness,0
#Loneliness is my least favorite thing about life....  pic.twitter.com/JZoErLIrgZ,1
"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again. #Abandoned #Loneliness #Friendless pic.twitter.com/OeYiaUa0WG",1
You haven't experienced #loneliness until you've reached the last cage in the frozen chamber of a 40ft trailer.,0
Winter and holidays can be challenging seasons for older adults--especially for those living alone.  Come to EPL September 5 at 6:00 PM to learn ways to deal with #loneliness. Our special guest will be Cris Hughes from AARP. #OurEuclid pic.twitter.com/rh0S4FhIm9,0
Loneliness is as bad for your health as 15 cigarettes a day. Let that sink in #sadgirlsclub #loneliness,0
Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.  #quote #music #loneliness  pic.twitter.com/an8NoNTB6r,1
It’s NORMAL to feel lonely when you don’t have a partner and you want one. #Loneliness is an emotion that signals that a need is not being met. It’s not something you get over by thinking it away or by making more friends. #emotion #attachment,0
Ke na le problem le #loneliness guys... there are way too many of us in the world to have some people find themselves lonely and alone.,1
Any NA gamers out there? I’ve got no friends here... #loneliness #fortnitepartner,0
"Just realized the last time I was someone’s type, I was donating blood... #loneliness",0
I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because I’ve accepted the fact that I love my bed too much to leave it #loneliness,1
"“In utter loneliness, a writer tries to explain the inexplicable.” ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? -?? John Steinbeck #writing #loneliness",0
Life can be so lonely sometimes. #Loneliness #depression,1
Thank you #FareedZakaria for highlighting “#Loneliness as an Epidemic”.  We humans are pack animals and not meant to live in isolation. We don’t have the speed of jaguars or the strength of gorillas but we do have social connections skills. We need each other to survive.  pic.twitter.com/FR89506MZ7,0
When you go out and try to be a part of life & end up feeling like you are less a part of it then when you started. #Loneliness  pic.twitter.com/J625NXrWDb,0
"It doesn’t help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, & better apartment. #depression, #loneliness",1
"Sometimes I want to apology just to make things better.  I have nothing to apologize, very opposite of that, I deserve an apology.  But my heart smells of loneliness and desperation... #lost #loneliness",1
"In addressing loneliness, a danger that we must watch out for is indulging in the sexy new robotic industry to provide the lonely with robot companions. #loneliness  pic.twitter.com/4QafHgHhnj",0
This is why our services are so important #loneliness  pic.twitter.com/4m1znv2l7T,0
#Loneliness 150   ????????????????????????2???????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????w   ????????????????????????????????????????????????????????????????????     ?????????????????????????????????????????????????   ??????????1????????????????????????,0
#Loneliness 149    ????????????????????????  ??????????????????????????????????w  ?????????????????????.......   ??????????????????????????????????????????????????????  ????????????????????????????????????  ?????????????????????????  ??????????????????????????????????????????????????????????????????????????????   ???????????????????????????  pic.twitter.com/Q2vTLYkGYm,0
#Loneliness 148  ??????????????????????   ??????????????????????????????????????????ww  ?????????w   ?????????????????????????????????????????????????????????   ?????????????????????????????????????????????????????   ???????????????????????????????????????,0
#Loneliness 147  ??????????????????????????????????????? ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????????????????????????   ???????????????????????????????????????????????????????????????????   ?????????????????????????.......,0
#Loneliness 146    ?????????????????????????????????????????????????????????  ????????????????????????????????????????????????????????????????????????????????????????????? ??????????????????????????????????????????????????? ???????????????????????????????????   ????????????????????????????????????????????.......,0
#Loneliness 145  ????????????????????????????????????????  ???????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????  ?????????????????????????????????????????????????????????????????????????????????,0
#Loneliness 144   ????????????????????   ????????????1??????????????????????????????????2???????????????????????????????????????????  ???????????????????????????????????????????????????????????????.......   ??????????????????????????? ??????????????????????????????????????????????????  ????????????????????????????????  ???????????????.......,0
#Loneliness 143  ???????????????????????????????????????????????????????????????  ??????.......   ????????????????????????????????????ww   ????????????????????????   ??????????????????????????????????????????????????????????????????????????????????????????????w  ?????????.......   (??????????????????????????????????????????)  pic.twitter.com/mJzsZjI4AY,0
#Loneliness 142  ???????????????????   ???????????????????????????????????   ??????????????????????????????????????????????????ww????????????????????????????   ????????????????????????????????????????????? ?????????????????????????????????   ?????????w????????????w  pic.twitter.com/2hJYbiVJnU,0
#Loneliness 141  ??????????????????????????????????????????????   ???????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ???????????????????????   ?????????????????????????????????????????????????????,0
#Loneliness 140  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????? ?????????w   ???????????????????????????????????????????????????????????????????????????????????ww   ?????????w.......   ??????????????????????????????w    ????????????????????????,0
#Loneliness 139   ???????????????????????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ??????????????????????????????   ????????????????????????   ??????????????????????????????????????   ???????????????????????????????????????????  ????????????????????????,0
#Loneliness 138    ?????????????????????????????????????????????????????????????????????????????????????????????????2????????????????????????   ????????????.......   ????????????????????????2??????????????????????????????????   ????????????????????????????????????????????????????   ??????.......   ????????????????????,0
#Loneliness 137.5  ?????????????????????????????????????????????????????????????????????????????????   ?????????????????????w??????????????????????????   ??????????????????????????????????????   ???????????????w??????????????????w  ?????????????????????????????w   ??????????????????????????   ????????????????????w  pic.twitter.com/tAiKEuhgZ3,0
#Loneliness 137  ???????????????????????????????????????????????????????????w   ????????????????????????????????????????????????ww   ???????????????????????????????????????????????????????????   ???????????????????????????????????????????????????????????????w   ???????????????????????   ??????????????????w,0
#Loneliness 136  ???????????????2?????????????????????????????....  ?????????????????????????????  ????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????????.......  pic.twitter.com/4zVyJpDKc3,0
#Loneliness 135   ?????????   ?????????????????2??????  ?????????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????   ?????????????????????2?????????????????????????????????????????????????????????????????????????????????,0
#Loneliness 134   ????????????????????????????????????????????????????????????????????????????????   ????????????????????????.......   ???????????????????????????????????????????   ????????????????????????   ?????????????????????????????????????   ????????????.......  ???????????????????????????????????????????????????.......,0
#Loneliness 133    ?????????????????????2??????????????????????????????????????????????????????????????   ??????????????????? ??????????  ???????????????2???????????????????????   ????????????????????????????????????????????????w   ???????????????????????????????.......   ???????????????????????????????????????  ?????????.......  pic.twitter.com/k1dJsD31gy,0
#Loneliness 132    ????????????????????????????????????????????????????????????????????  ???????????????   ????????????????????????   ??????????w????????????????????????????????????    ???????????????.......   ????????????????????????????????????.......  ???????????????2??????????????????????????  pic.twitter.com/RdzmWejXLZ,0
#Loneliness 131  ????????????????????????????????????????  ??????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????.......   ??????????????????????????????????????????????????????????????.......   ????????????.......w,0
#Loneliness 130  ????????????????????????????????????????????????????????????????????????????????????????  ????????????????????????????????????????????   ????????????????????????.......????   ????????????????????????????????????????w   ??????????????????????????????????????   ???????????????????????www   ??????????????????????????????????,0
#Loneliness 129   ????????????????????????????????????   ????????????????????????????????????????????????....... ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????????.......   ?????????????????????????.......,0
#Loneliness 128  ?????????????????????????????????????  ???????????????????????   ?????????????????????????????????????????   ?????????????????????????????????????????????????????????????????????  ???( ????????????????????????? )   ???????????????????????????   ?????????????????????????????????????????????   ?????????  pic.twitter.com/iAprwpAnjK,0
#Loneliness 127  ???????????????????????????????????  ???????????????????????????????????????????????????????????????????????  ????????????????????????   ?????????????????????????????????????????????????????????????????????   ???????????   ?????????????????????????????????????w  pic.twitter.com/tTr94bGuGf,0
#Loneliness 126  ??????????????????????????????4?????????????????????????????????????????????????????????????????????   ???????.......?????????????????????????????  ????????????.......???????   ??????????????????????????????????????????w  ?????????????????????????????????????????????????????????????????????????????????ww   ??????????????????????????????????,0
#Loneliness 125   ?????????????????   ?????????????????????ww   ????????????????????????w??????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????ww   ?????????????????????????.......    ????????????????????   ??????????????????????????????????????????????w  pic.twitter.com/4EQO8kFgbo,0
#Loneliness 124  ???????????????????????  ??????????????????????????????w    ?????????   2????????????????????????   ?????????  ?????2??????????????????????????????  ????????????  ???????????????????????????????????????ww   ?????????????????????????????????????????????????ww   ???????????????????  ??????????????????????????????w  pic.twitter.com/c6NCrT1pUF,0
#Loneliness 123  ????????????????????????????????   ?????????????????????????????  ?????????????????????????????????????????????????????????????????????w   ??????????????????????????????????????????????????????????????????????????????w  ?????????????????????w   ?????????????????????? ????????  ??????????????????????????  pic.twitter.com/frGftfFjOV,0
#Loneliness 122   ???????????????????????????????????  ???????????????????????????????????????????????????????????   ???????????????????????????   ??????????????????????????????????????????????   ????????????????????????   ????????????????????????????w   ????????????????????????????????????   ???????????,0
#Loneliness 121   ?????????????????????????????????????????????????????????????????????????? ??????????????   ???????????????.......   ??????????????????....... ????????????.......  ?????????????????????????????????  ?????????.......   ???????????????????????????????????????????? ??????????????????????????????????????????????,0
#Loneliness 120   ???????????????????  ??????????????????????????????????????ww  ????????????????????????????????????????????????????????????????????????????????    ?????????.......  ?????????LINE????????????LINE????????????   ??????????????????????????????????????????????????????????   ??????????  ?????.......????  pic.twitter.com/rLDG4ogYnz,0
#Loneliness 119   ?????????????   ???????????????????  ???..............??????????????  ?????????????????????????????????????????????????   ???????????????????????????????   ???????????????????????????????????????????  ????????????????  pic.twitter.com/DwBKQdEl5J,0
#Loneliness 118   ????????????????????????????????????????????????????????????????????????????????????   ???????????  ?????????????????????????????w  ??????????????????????????????????????????????????????????  ??????????????????????????????????????????????????  ???????????????????????????????????.......  pic.twitter.com/ZeQ2QHgY0U,0
#Loneliness 117   ??????????????????????????????????????????????????????   ?????????????????????????????????????????????????????  ??????????????????????????????......  ?????????????????????????????????????????????????  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????  pic.twitter.com/WH8Ft96AfL,0
#Loneliness 116   ?????.......   ??????????????????????????????   ????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????  pic.twitter.com/8lZLYcgAFG,0
#Loneliness 115    ???????????????????????????????.....   ?????????????????????????????   ??????????????????????????????    ??????   ??????????????????????????????????????   ?????????????????????????????????    ?????????.......   ???????????????????????????????????????????????????? ?????????????????????????????????????????  pic.twitter.com/5UJzYacFtj,0
#Loneliness 114  ??????????????????????????????????????????????????????????.......?????????????????????????   ?????????w??????????????????w??????????w   ??????????????????????????????????????????????????????????????????????2?????????????????????????   ?????????????????????????????????     ??????????????????????????????????????????????????????  pic.twitter.com/8JfdnOID7w,0
#Loneliness 113   ??????????????????????????????????????????????????????????????????????????????????????   ???????????????????????????????.......   ????????????????????????????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????.......  ???????????????????????????????,0
#Loneliness 112    ?????????????????????    ??????????????????   ??????????????????????????????????  ????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????   ???????????????????????????,0
#Loneliness 111  ????????????????????????????????????????????ww   ???????????????????w  ????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????????????w   ???????????????ww,0
#Loneliness 110    ?????????????????????????   ???????????   ??????????????????????????????????????????   ????????    ????????????????????????w   ?????????????????????.......  ??????????????????????????????  ???????????????????????.......   ?????????????????????????????????????????,0
#Loneliness 109   ??????????????????????????????????   ??????????????????????????????????????????????????w   ?????????????????????????????   ???????????????????????????????????????????????   ?????????????????????????????????????????????????  ????????????????????????????????  pic.twitter.com/oQKuNeY8Sy,0
#Loneliness 108  ??????????????????????????????????????????????????????   ???????????? ????????????.......????????????   ??????????????????? ????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????  pic.twitter.com/v7HSPlUyft,0
#Loneliness 107   ???????????????????????????  ?????????????.......   ??????????????????????????   ??????????????????????????????????   ???????????????????????????????   ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ?????????.......?????????????????,0
#Loneliness 106   ??????????????????????????????????????????????????????????????????????????????????????????????????????????????    ????????????   ???????????????????????????????????????????????????   ??????????????   ??????????????????????????????????????????   ??????.......     ????????????????????,0
#Loneliness 105    ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????w?????????????????????w   ?????????????????????????????????????   ????????????w  ???????????  pic.twitter.com/hk5DWfjQ6P,0
#Loneliness 104  ???????????????????????????  ???????????????????????????????????????????????   ???????????????????  ?????????????????????????????????????????????????????????????   ?????????????????????ww  ???????????????????????????????????????????w   ?????????????   ??????????????????????????????????????????????????????????????????????????????,0
#Loneliness 103   ???????????????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ?????????????????????? ????????????????????????????????????????.......    ?????????????  ??????????????????????????????????????????????????????????????????????????????????????????  pic.twitter.com/boKg7TqAj7,0
#Loneliness 102  ???????????????????   ????????????   ???????????????w?????????w   ?????????????????????????????????????????????????????2???????????????  ????????????????????????????????????????????? ???????????????????????????????????????????????????????????????????????????   ???????????????????????????????w???????????????w  pic.twitter.com/3tH2gx1UMc,0
#Loneliness 101  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????,0
The person who tries to keep everyone happy often end up feeling the loneliest???????? #quotes #loneliness #sad pic.twitter.com/bycoisYJ9A,0
"#balloon #loneliness #study  ??, ??? ?????? ?????????????.  --- ???????????? ??????? ??????? ???????:) ????????? ????????? ??????? ???????????? ??????? ???????????? pic.twitter.com/GSIrFcABIp",0
"“As social creatures we need to make social connections... nowadays we don’t band together to hunt for food. We need adequately maintained friendships to ward off #loneliness, which can lead to depression, immune system disorders, disease-causing inflammation”. #TheSleepDoctor pic.twitter.com/XPnlrQCyHH",0
"Being single is not that bad, you got time stay focus on your plans and goals, you don’t even have to deal with drama. Until 11pm hits and loneliness comes along ???? #sadniggahours #kidcudi #loneliness",1
A boo would be nice but nobody loves me ???? #loneliness #singlelife,1
Now playing #Tomcraft - #Loneliness on Forever Hits,0
????? ?? ???? ?? ?? ??? ????? ??? ??..!  #nightthoughts #loneliness,0
Staying alone .. Meditation time ... Sufian Session ... #Loneliness :),0
What are you doing if you feel lonely? #loneliness #thoughts,0
Premier League starts today???? it will definitely keep my mind off things. #loneliness #football,0
Relation and connection are not somewhere and sometimes but everywhere and always' Emerson #loneliness #healing #quote,0
WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ???? #loneliness #friends #stonedaf pic.twitter.com/5fVLFsmCbT,1
"#alone again, #loneliness my oldest,  only friend.",1
How far a lonely person can go. #loneliness  pic.twitter.com/GbdKxgZodH,0
"I can't get the images of #hopelessness out of my mind. Everywhere was busy. It's not like there's no money around,  more like there's no will to change the status quo. #homelessness",0
"Where are you right now? At a cross-road of #life with despair & #hopelessness? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! #Prayer4DUnsaved2019",0
"If you have NEVER experienced #hopelessness, you can’t pass—& shouldn’t be passing—#judgement on decisions people make out of hopelessness & utter desperation.  Trust me, I know!  #SellHope to the hopeless, they’ll buy it!",0
I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a #hopelessness problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,0
#Hopelessness How can i impress my crush if i always start acting weird when she talks to me or near me,0
One of the common misunderstandings about depression is that it's similar to feeling sad or down. Sometimes a people with hopelessness feels depression or vice versa.  #hopelessness #depressiondoctor #depression pic.twitter.com/iS5JSTQKPP,0
"Wont be watching Veronica Mars anymore. Wasnt it enough that she lost Lilly, Duncan and her own mother? Ya gotta strip her of everything? Theres got to be something uplifting in a show that makes you wanna keep watching. Makers of Veronice Mars you screwed up. BAD. #Hopelessness",0
"Join us for a chat over tea on the 26th of July, Friday at 05:00 PM to share your thoughts and inspire others on “#Hope from #Hopelessness”! Venue: Costa Rica, Bahria Phase 7 CUPSHUP - “Where communities meet, opinions are valued and stories are heard” #becausewecare pic.twitter.com/gdxq3FKZbK",0
"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and #Thyroid burnout last decade, even more less so. The #hopelessness was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3",1
??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ???? #hopelessness #? pic.twitter.com/lMO6Tds2He,1
Days are really hard. Some of them are excruciating. Sometimes I can’t see the end. #Anxiety #Hopelessness #Solitude,1
"That moment when the President of a country declares that’s its God that will punish suicide bombers in the country, you know the country is in a state of emergency. #hopelessness",0
"I didn't think it was your job to fix ""Poverty"". I think that if you and #FakeMayor were to #DoYourJob there would be a lot less #Hopelessness in the neighborhoods.",0
May God restore your hope today. #followlife #hopelessness #tonbofa pic.twitter.com/jpwLKNRLMO,0
I don't know what leads more to #hopelessness and #desperation Getting invalidated or getting ignored with crying for help with #depression.,1
Today has not turned out to be a good day. #infertilitysucks #infertility #hopelessness  pic.twitter.com/jCG6EZ14Ea,1
"THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues! #HOPELESSNESS #SuratFireTragedy",0
It's never too late to give up on your dreams ?? #existentialcrisis #nihilism #hopelessness,0
Hopelessness is thought to result from a negative appraisal system and interact with suicide schema and lead to suicidal behavior. #hopelessness #sadness #negative_thoughts pic.twitter.com/MwaMxzy59G,0
"#Hate is an erosion of the soul - caused by #hopelessness. People in positions of power who live a life of abundance and priviledge can use a hopeless population to reinforce their own agendas. DON'T let them use you by offering 'false hope'. ""Hope deferred makes the heart sick""  pic.twitter.com/17Aa4ABsx5",0
"Re: problems that continue to perplex us all:  Say not…“There is no silver bullet!”  (This is “being only human”, which is draining, and leads to #hopelessness)  But say…“There is no silver bullet,…YET!  (Acknowledges our divinity as well, is fulfilling, and gives us #hope)",0
